,중분류,소분류,도서명,판매지수,가격,출판일,링크
2587,모바일/태블릿/SNS,유튜브,유튜브 크리에이터 쉽게 시작하기,"2,448","11,700","강민형,박현우 저 | 디지털북스 | 2019년 10월",http://www.yes24.com/Product/Goods/80096465
2588,컴퓨터 공학,데이터베이스 일반,R을 이용한 통계데이터분석,906,"35,000",곽기영 저 | 도서출판청람(이수영) | 2019년 10월,http://www.yes24.com/Product/Goods/80090797
2589,프로그래밍 언어,JavaScript/CGI,예제로 배우는 Vue.js,"1,074","27,000",원철연 저 | 에이콘출판사 | 2019년 10월,http://www.yes24.com/Product/Goods/79942445
2590,OS/데이터베이스,클라우드/빅데이터,엘라스틱서치 SELK 구축과 웹 해킹 분석,828,"33,250","신수민,이충만 저/곽경주 감수 | 범 | 2019년 10월",http://www.yes24.com/Product/Goods/79928972
2591,OS/데이터베이스,클라우드/빅데이터,KNIME을 활용한 BIG DATA분석,"1,044","23,750","조치선,정영진,이금미,주지오,신준호,김건호,이채원 저 | 엑셈 | 2019년 09월",http://www.yes24.com/Product/Goods/79637913
2592,게임,게임 개발,VR Book,792,"45,000",제이슨 제럴드 저/고은혜 역 | 에이콘출판사 | 2019년 10월,http://www.yes24.com/Product/Goods/79430252
2593,컴퓨터 공학,네트워크/데이터 통신,스마트 홈·스마트 빌딩 시대의 정보통신 감리실무 가이드북,522,"58,500","장희순,김정수,이상일 저 | 건기원 | 2019년 09월",http://www.yes24.com/Product/Goods/79296672
2594,네트워크/해킹/보안,보안/해킹,인텔리전스 기반 사고 대응,342,"29,700","스콧 로버츠,레베카 브라운 저/박준일,장기식,천성덕,박무규,서광석 역 | 에이콘출판사 | 2019년 09월",http://www.yes24.com/Product/Goods/78898294
2595,프로그래밍 언어,파이썬,파이썬과 NumPy로 배우는 선형대수,"1,806","23,400",이정주 저 | 비제이퍼블릭(BJ퍼블릭) | 2019년 09월,http://www.yes24.com/Product/Goods/78896144
2596,프로그래밍 언어,C#,유지보수 가능한 코딩의기술 C#편,600,"16,200","주스트 뷔서,파스칼 반 에크,롭 반 더 리크,실버 리갈,히시 위즌홀즈 저/황동윤 역 | 길벗 | 2019년 09월",http://www.yes24.com/Product/Goods/78877244
2597,OS/데이터베이스,클라우드/빅데이터,완벽한 IT 인프라 구축의 자동화를 위한 Kubernetes 쿠버네티스,"1,398","22,500",Asa Shiho 저/이영란 역/Makabe Toru 감수 | 정보문화사 | 2019년 09월,http://www.yes24.com/Product/Goods/78875805
2598,프로그래밍 언어,JavaScript/CGI,Vue.js 코딩 공작소,"1,443","21,600","에릭 한쳇,벤자민 리스트원 저/정용석 역 | 길벗 | 2019년 09월",http://www.yes24.com/Product/Goods/78872554
2599,프로그래밍 언어,프로그래밍 언어 기타,Proteus VSM Studio를 이용한 아두이노(Arduino) 제어실습,138,"19,000","정용섭,노환승,변지수,이상찬 저 | 광문각 | 2019년 09월",http://www.yes24.com/Product/Goods/78868672
2600,컴퓨터 공학,소프트웨어 공학,논리적 문제 해결을 위한 컴퓨팅 사고,150,"18,900",김두진 저 | 영진닷컴 | 2019년 08월,http://www.yes24.com/Product/Goods/78862772
2601,그래픽/디자인/멀티미디어,AUTOCAD,최적합 ACU AutoCAD,324,"22,500",황두환 저 | 성안당 | 2019년 09월,http://www.yes24.com/Product/Goods/78709458
2602,그래픽/디자인/멀티미디어,그래픽툴/저작툴 기타,최신판 카티아 CATIA V5-6R2019 Training Book Vol.3 Advanced,240,"22,500",김동주 저 | 듀오북스 | 2019년 09월,http://www.yes24.com/Product/Goods/78595217
2603,컴퓨터 공학,개발방법론,카이젠 저니,"1,050","19,800",아라이 타케시 저/김연수 역 | 제이펍 | 2019년 09월,http://www.yes24.com/Product/Goods/78594571
2604,컴퓨터 공학,컴퓨터 교육,"1등 코딩, 스크래치 3.0","1,494","17,100",김종훈 저 | 한빛미디어 | 2019년 09월,http://www.yes24.com/Product/Goods/78568293
2605,프로그래밍 언어,프로그래밍 교육,양자 컴퓨터 프로그래밍,648,"31,500",블라디미르 실바 저/이정문 역 | 에이콘출판사 | 2019년 09월,http://www.yes24.com/Product/Goods/78566787
2606,컴퓨터 입문/활용,어린이 컴퓨터,스크래치야! 과학이랑 놀자 3.0,624,"10,800","김미의,김현정,이미향 저 | 영진닷컴 | 2019년 08월",http://www.yes24.com/Product/Goods/78489906
2607,그래픽/디자인/멀티미디어,포토샵,요괴 드로잉,378,"18,000",박진홍 저 | 디지털북스 | 2019년 09월,http://www.yes24.com/Product/Goods/78465028
2608,그래픽/디자인/멀티미디어,3DS/MAX,디지털 라이팅 & 렌더링,"1,266","27,000",제레미 번 저/오영관 역/이혁 감수 | 성안당 | 2019년 08월,http://www.yes24.com/Product/Goods/78226532
2609,웹사이트,UI/UX,ProtoPie 가이드북,"1,002","21,600","나재휘,오성수 저 | 비제이퍼블릭(BJ퍼블릭) | 2019년 08월",http://www.yes24.com/Product/Goods/78214826
2610,OS/데이터베이스,리눅스,리눅스 시스템 프로그래밈,240,"19,000",임성락 저 | 21세기사 | 2019년 08월,http://www.yes24.com/Product/Goods/78212764
2611,컴퓨터 입문/활용,어린이 컴퓨터,파이썬으로 배우는 초중등 교과서 2,342,"16,200",김정욱 저 | 루비페이퍼 | 2019년 08월,http://www.yes24.com/Product/Goods/77986838
2612,네트워크/해킹/보안,보안/해킹,예제로 배우는 블록체인,891,"32,400","벨라이 바드르,리처드 호록스,쉰 (브라이언) 우 저/류광 역/카르티케얀 수크마란,아파프 우다 감수 | 한빛미디어 | 2019년 09월",http://www.yes24.com/Product/Goods/77986076
2613,모바일 프로그래밍,안드로이드폰,돈 되는 안드로이드 앱 만들기,"2,178","26,100",조상철 저 | 영진닷컴 | 2019년 08월,http://www.yes24.com/Product/Goods/77728686
2614,프로그래밍 언어,파이썬,파이썬을 활용한 스파크 프로그래밍,906,"27,000",제프리 에이븐 저/송주경 역 | 에이콘출판사 | 2019년 08월,http://www.yes24.com/Product/Goods/77356185
2615,3-4학년,3-4학년 학습,펀보드야 놀자 with 엔트리,660,"10,800",창의코딩연구소 글 | 해람북스 | 2019년 08월,http://www.yes24.com/Product/Goods/77283724
2616,컴퓨터 공학,자료구조/알고리즘,이토록 쉬운 딥러닝을 위한 기초 수학 with 파이썬,990,"25,200",마스이 도시카츠 저/이중민 역 | 루비페이퍼 | 2019년 08월,http://www.yes24.com/Product/Goods/77282770
2617,프로그래밍 언어,C++,Functional Programming in C++ ,480,"31,500",이반 추키츠 저/김점갑 역 | 에이콘출판사 | 2019년 08월,http://www.yes24.com/Product/Goods/77275593
2618,프로그래밍 언어,파이썬,파이썬 예제와 함께하는 강화학습,252,"22,000","김승현,김태우,이정원,이주행 공저 | 홍릉과학출판사 | 2019년 06월",http://www.yes24.com/Product/Goods/77254784
2619,프로그래밍 언어,프로그래밍 교육,성공과 실패를 결정하는 1%의 프로그래밍 작동 원리,384,"20,700",가와마타 아키라 저/권기태 역 | 성안당 | 2019년 08월,http://www.yes24.com/Product/Goods/77203347
2620,컴퓨터 공학,마이크로 프로세서,허교수의 ARM Mbed 프로그래밍 입문,858,"24,300",허경용 저 | 제이펍 | 2019년 08월,http://www.yes24.com/Product/Goods/77132174
2621,마케팅/세일즈,트렌드/미래예측,5G와 AI가 만들 새로운 세상,"1,254","12,150","이준호,박지웅 저 | 갈라북스 | 2019년 08월",http://www.yes24.com/Product/Goods/76951716
2622,인터넷 비즈니스,인터넷 마케팅,페이스북 퍼포먼스 마케팅 with 구글 애널리틱스,"1,515","25,200","전민우,유성민 저 | 비제이퍼블릭(BJ퍼블릭) | 2019년 07월",http://www.yes24.com/Product/Goods/76892951
2623,컴퓨터 공학,인공지능,머신러닝을 활용한 인공지능 개발,162,"15,000","송주영,송태민 저 | 황소걸음 아카데미 | 2019년 07월",http://www.yes24.com/Product/Goods/76639704
2624,그래픽/디자인/멀티미디어,그래픽일반/자료집,동영상으로 배우는 Blender 2.8 1부,450,"33,000",이진호 저 | Nstart | 2019년 07월,http://www.yes24.com/Product/Goods/76597522
2625,네트워크/해킹/보안,네트워크 일반,"디지털 시대, 사이버 보안으로 안전하게 항해하라",144,"17,100",팔로알토 네트웍스 저 / 편집부 역 | (주)화산미디어 | 2019년 06월,http://www.yes24.com/Product/Goods/76594351
2626,컴퓨터 공학,컴퓨터 교육,EV3 로봇 창작 프로젝트,"1,098","25,200",김형기 저 | 삼양미디어 | 2019년 07월,http://www.yes24.com/Product/Goods/76162542
2627,컴퓨터 공학,소프트웨어 공학,애자일 경영 교과서,216,"23,400",사이먼 헤이워드 저/이은경 역 | 유엑스리뷰 | 2019년 07월,http://www.yes24.com/Product/Goods/76147118
2628,네트워크/해킹/보안,보안/해킹,사이버 보안 공학,282,"31,500","낸시 R. 미드,캐롤 C. 우디 저/송미선,서준석 역 | 에이콘출판사 | 2019년 07월",http://www.yes24.com/Product/Goods/75727227
2629,OS/데이터베이스,클라우드/빅데이터,빅데이터 & 인공지능 with 생물정보학,660,"19,800",양우진 저 | 아이콕스(iCox) | 2019년 06월,http://www.yes24.com/Product/Goods/75217610
2630,프로그래밍 언어,자바,스프링 부트 퀵스타트,"1,254","25,200",채규태 저 | 루비페이퍼 | 2019년 06월,http://www.yes24.com/Product/Goods/74971906
2631,모바일/태블릿/SNS,앱가이드,ADT 앱창의개발능력 1급,270,"15,300",해람북스 기획팀 저 | 해람북스 | 2019년 06월,http://www.yes24.com/Product/Goods/74815953
2632,그래픽/디자인/멀티미디어,포토샵,포토샵으로 디지털 페인팅 시작하기,336,"20,700",이영아 저 | 지식과감성# | 2019년 06월,http://www.yes24.com/Product/Goods/74597949
2633,네트워크/해킹/보안,보안/해킹,생활을 변화시키는 블록체인,306,"13,500",박의서 저 | 영진닷컴 | 2019년 07월,http://www.yes24.com/Product/Goods/74596797
2634,게임,게임 개발,유니티 VR게임 만들기,696,"27,000","최명균,강안나,정충민 저 | 디지털북스 | 2019년 06월",http://www.yes24.com/Product/Goods/74411198
2635,웹사이트,UI/UX,음성 사용자 인터페이스 디자인,336,"27,000","캐시 펄 저/김명선,김선영 역 | 에이콘출판사 | 2019년 06월",http://www.yes24.com/Product/Goods/74393372
2636,컴퓨터 공학,컴퓨터 교육,영재스쿨 스크래치 3.0 Lesson 3,858,"9,000",렉스기획팀 저 | REXmedia(렉스미디어) | 2019년 06월,http://www.yes24.com/Product/Goods/74380984
2637,경제,각국 경제/경제사/전망,AI 마인드,"2,274","19,800","마틴 포드 저/김대영,김태우,서창원,최종현,한성일 역 | 터닝포인트 | 2019년 07월",http://www.yes24.com/Product/Goods/74316903
2638,모바일 프로그래밍,일반,Progressive Web App 프로그레시브 웹 앱의 모든 것,336,"33,300",최한섭 저 | 좋은땅 | 2019년 05월,http://www.yes24.com/Product/Goods/74316755
2639,프로그래밍 언어,파이썬,파이썬 입문 A to Z,372,"14,850","문용준,문성혁,박재일 저 | 잇플ITPLE | 2019년 06월",http://www.yes24.com/Product/Goods/74265336
2640,컴퓨터 공학,컴퓨터 교육,초등 교과수학코딩 with 파이썬,270,"15,700",하우홍 저 | BOOKK(부크크) | 2019년 05월,http://www.yes24.com/Product/Goods/74260204
2641,그래픽/디자인/멀티미디어,3DS/MAX,홍쌤의 솔리드웍스-3D 실기,258,"18,000",다솔유캠퍼스 저 | 예문사 | 2019년 03월,http://www.yes24.com/Product/Goods/74213970
2642,컴퓨터 공학,컴퓨터 교육,스마트하고 귀여운 마이크로비트 활용,144,"17,000","이시이 모루나,에사키 노리히데 저/이상구 역 | 광문각 | 2019년 05월",http://www.yes24.com/Product/Goods/74211337
2643,컴퓨터 공학,컴퓨터 교육,3D프린팅 수업을 위한 틴커캐드 디자인 2,912,"9,000","고성민,이송하,이지윤 저 | 메카피아 | 2019년 06월",http://www.yes24.com/Product/Goods/74205914
2644,컴퓨터 공학,컴퓨터 교육,비버 챌린지 -2018년도 기출문제집- (중·고등학생용),810,"9,500",Bebras Korea 저 | 생능출판사 | 2019년 05월,http://www.yes24.com/Product/Goods/74035453
2645,그래픽/디자인/멀티미디어,멀티미디어/컴퓨터 음악/영상,유튜브 동영상 편집 뱁믹스,"1,494","11,700",이현재 저 | 인투북스 | 2019년 05월,http://www.yes24.com/Product/Goods/73518963
2646,그래픽/디자인/멀티미디어,멀티미디어/컴퓨터 음악/영상,Finale26 피날레26,474,"20,000",박영권 저 | 글로벌 | 2019년 05월,http://www.yes24.com/Product/Goods/73340200
2647,그래픽/디자인/멀티미디어,3DS/MAX,내 책상 위의 3D 프린팅 Autodesk Meshmixer,462,"28,800",남궁윤 저 | 큰부리 | 2019년 05월,http://www.yes24.com/Product/Goods/73299687
2648,프로그래밍 언어,프로그래밍 교육,Go로 배우는 함수형 프로그래밍,702,"36,000",렉스 시한 저/차서일 역 | 에이콘출판사 | 2019년 05월,http://www.yes24.com/Product/Goods/73293439
2649,일러스트화보집& 캘린더& 다이어리,국내도서,소에지마 시게노리 & P-STUDIO 아트 유닛 아트 웍스,678,"20,900",소에지마 시게노리 저 | 컬처팩토리 | 2019년 05월,http://www.yes24.com/Product/Goods/73272242
2650,그래픽/디자인/멀티미디어,3DS/MAX,그래스호퍼 시크릿 노트,"1,698","18,000","한기준,백승원 저 | 대가 | 2019년 05월",http://www.yes24.com/Product/Goods/73095470
2651,그래픽/디자인/멀티미디어,포토샵,GTQ 포토샵 2급 CS4,294,"14,400","해람북스 기획팀,김성훈 공저 | 해람북스 | 2019년 04월",http://www.yes24.com/Product/Goods/73047696
2652,프로그래밍 언어,C#,닷넷 정복,696,"25,200",김상형 저 | 소엔 | 2019년 05월,http://www.yes24.com/Product/Goods/73022983
2653,오피스 활용,MS Excel(엑셀),회사 실무에 힘을 주는 엑셀 2019,588,"16,200",서정아 저 | 정보문화사 | 2019년 05월,http://www.yes24.com/Product/Goods/72353252
2654,웹사이트,블로그/홈페이지 만들기,요술처럼 홈페이지 만들기,864,"14,400",도레미 저 | 생각나눔 | 2019년 04월,http://www.yes24.com/Product/Goods/72349367
2655,모바일/태블릿/SNS,유튜브,스마트정보화4 나도 이제 “유튜버”,192,"10,800",조준현 저 | REXmedia(렉스미디어) | 2019년 05월,http://www.yes24.com/Product/Goods/72263156
2656,프로그래밍 언어,파이썬,잡아라! 텍스트 마이닝 with 파이썬,"2,145","15,300",서대호 저 | 비제이퍼블릭(BJ퍼블릭) | 2019년 04월,http://www.yes24.com/Product/Goods/72231434
2657,교양만화/비평/작법,만화작법/연출,디지털 일러스트 소년 채색 사전,"2,016","16,200",NextCreator 편집부 편/김재훈 역 | 한스미디어 | 2019년 04월,http://www.yes24.com/Product/Goods/72230915
2658,컴퓨터 공학,소프트웨어 공학,모어 이펙티브 C#,"1,467","22,500",빌 와그너 저/김완섭 역 | 한빛미디어 | 2019년 05월,http://www.yes24.com/Product/Goods/72230776
2659,프로그래밍 언어,C,그림과 예제로 쉽게 배우는 C 프로그래밍,456,"25,000","조준호,이완범,주수종 공저 | 휴먼싸이언스 | 2019년 02월",http://www.yes24.com/Product/Goods/72230687
2660,프로그래밍 언어,프로그래밍 언어 기타,코틀린 리액티브 프로그래밍,"1,746","27,000",리부 차크라보티 저/조승진 역 | 에이콘출판사 | 2019년 04월,http://www.yes24.com/Product/Goods/72214776
2661,인터넷 비즈니스,쇼핑몰/창업,누구나 따라하는 쇼핑몰 창업&마케팅,"1,230","22,500",권혁중 저 | 디지털북스 | 2019년 04월,http://www.yes24.com/Product/Goods/72173849
2662,프로그래밍 언어,JavaScript/CGI,Vue.js 철저 입문,660,"27,000","카와구치 카즈야,키타 케이스케,노다 요헤이,테지마 타쿠야,카타야마 신야 저/심효섭 역 | 위키북스 | 2019년 04월",http://www.yes24.com/Product/Goods/72169945
2663,OS/데이터베이스,클라우드/빅데이터,Amazon Web Services 이야기,84,"17,280",최진식 저 | 좋은땅 | 2019년 04월,http://www.yes24.com/Product/Goods/72169923
2664,프로그래밍 언어,자바,자바 최적화,"1,620","35,100","벤저민 J. 에번스,제임스 고프,크리스 뉴랜드 저/이일웅 역 | 한빛미디어 | 2019년 04월",http://www.yes24.com/Product/Goods/72161685
2665,그래픽/디자인/멀티미디어,3DS/MAX,루미온,990,"25,200",이정아 저 | 디지털북스 | 2019년 04월,http://www.yes24.com/Product/Goods/72141175
